"","Category","Term","Count","%","PValue","Genes","List Total","Pop Hits","Pop Total","Fold Enrichment","Bonferroni","Benjamini","FDR","Paper_ref_overlap"
"1","GOTERM_CC_FAT","GO:0005739~mitochondrion","259","26.08257804632427","3.918768917520479E-51","ISCA1, TFRC, OSGEPL1, ISOC2A, CISD1, ATP5C1, CISD2, GHITM, ALKBH7, LACTB, SCP2, FTH1, BSG, CDK5RAP1, LONP1, MLYCD, GLUL, PDK2, IER3, ACAD12, PDHX, GSTK1, GABARAPL1, ACSL1, ECH1, BCS1L, CLPX, CYP27A1, ETHE1, CLPP, FDX1, DDIT4, TMEM126A, UQCRC1, SUCLG1, MMADHC, ATP5S, NLRX1, MAOB, ABCB6, ATP5K, TMTC1, PPL, ATP5L, PRDX3, 2410015M20RIK, LDHB, ADH1, LDHD, RHBDL3, DECR1, DMPK, PRDX6, CS, MRPL30, ALDH6A1, OGDH, ECHDC3, MRPS14, HCCS, MRPL37, COX7C, D10JHU81E, MRPL41, RFK, ACADM, CD36, DLAT, CTSB, CBR2, GM10250, COX8B, SIRT5, TIMM23, TFB2M, MRPL45, COQ10B, PTGR2, COQ10A, HADHB, RNF144B, IMMP1L, MRPL50, 2010107E04RIK, SDHAF2, BDH1, L2HGDH, ALDOA, DLD, ATPAF1, PLIN5, GSTP1, DLST, UQCR11, FITM2, NOL3, COX5A, TRAK2, PDPR, SAMM50, TMEM65, MFN1, MFN2, CBR4, VDAC3-PS1, ATAD1, SLC16A1, MDH1, STAT3, G0S2, COX6C, AK157302, GCK, DHRS4, ALDH4A1, PDP2, GPAM, TRMT5, 0610009O20RIK, RTN4IP1, TOMM5, NDUFA13, SLC27A1, NDUFA11, TACO1, GM561, NDUFA10, GM1818, CPOX, OGDHL, COX6A2, CLU, TMEM143, TXN2, PROSC, AKR7A5, NRD1, CHCHD1, NUDT13, PHYH, AGTPBP1, DGAT2, ABCA8A, PPTC7, ABCA8B, GPT2, ACOT13, SDHB, TUFM, SLC9A6, GPD1, FKBP4, ISCU, NDUFB10, FECH, UQCRB, NDUFB11, AK4, HIGD1A, COX7A1, ACACB, ADAP2, PSAP, CYC1, GM9755, NDUFV3, NDUFV2, PDHA1, BDNF, GOT2, CHCHD10, DNAJC15, COQ7, COQ5, COQ3, MAVS, AMACR, P4HA1, PXMP2, CYCS, ACADVL, ABCD2, ALAS2, ALAS1, PTEN, SQRDL, ATP5G3, ETFB, DUSP18, ATP5G1, HK2, MRPL4, MRPL1, CPT2, SPR, ALDH2, OPA3, DBT, ME1, UQCRFS1, ME3, ABCD1, HIBCH, IDH3A, BCKDHA, GLRX5, SORD, ATP5F1, QRSL1, MUT, NDUFS7, ACOX1, NDUFS6, OAS2, NDUFS5, CAT, NDUFS3, MTFR1, SLC25A11, ATG4D, SLC25A13, BCAT2, NDUFB9, NDUFB6, MTFP1, NDUFB5, NDUFB4, NDUFB3, LRP5, ETFDH, PPM1K, NT5C3, CKMT2, SLC25A29, PLN, OXCT1, P2RY2, P2RY1, SLC25A20, ACSS1, NDUFA9, PTCD3, NDUFA8, MMAA, NDUFA4, NDUFA3, BNIP3, NDUFA2, NDUFA1, 2310002L09RIK, PTPN11, SOD2, SUOX, PINK1, SUCLA2, SLC25A34, LPIN1, MMACHC, SLC25A33","812","1792","14413","2.5654296875000004","2.6294939436562415E-48","2.6294939436562415E-48","2.3786927329349307E-48",TRUE
"2","GOTERM_CC_FAT","GO:0044429~mitochondrial part","162","16.314199395770395","3.493745000459818E-44","SLC27A1, NDUFA13, ISCA1, NDUFA11, NDUFA10, CISD1, GM1818, CPOX, ATP5C1, CISD2, GHITM, ALKBH7, COX6A2, CLU, SCP2, LONP1, MLYCD, CHCHD1, PDK2, PDHX, GSTK1, ABCA8A, ACSL1, ABCA8B, BCS1L, SDHB, CLPX, TUFM, CYP27A1, ETHE1, CLPP, FDX1, UQCRC1, TMEM126A, SUCLG1, ISCU, ATP5S, NLRX1, FECH, ABCB6, MAOB, UQCRB, NDUFB10, NDUFB11, ATP5K, AK4, HIGD1A, COX7A1, ATP5L, 2410015M20RIK, ADAP2, LDHD, CYC1, NDUFV3, RHBDL3, NDUFV2, PDHA1, DMPK, BDNF, GOT2, CHCHD10, DNAJC15, COQ7, COQ5, CS, MRPL30, COQ3, MAVS, OGDH, CYCS, ACADVL, ALAS2, ALAS1, MRPS14, HCCS, SQRDL, ATP5G3, DUSP18, MRPL37, ETFB, COX7C, ATP5G1, HK2, MRPL41, MRPL1, CPT2, ALDH2, DBT, UQCRFS1, ME3, DLAT, ACADM, BCKDHA, CBR2, GM10250, COX8B, GLRX5, SORD, TIMM23, SIRT5, TFB2M, ATP5F1, COQ10B, MUT, HADHB, RNF144B, IMMP1L, 2010107E04RIK, SDHAF2, NDUFS7, BDH1, NDUFS6, NDUFS5, CAT, NDUFS3, SLC25A11, DLD, ATG4D, SLC25A13, NDUFB9, MTFP1, NDUFB6, NDUFB5, NDUFB4, NDUFB3, ETFDH, UQCR11, PPM1K, COX5A, CKMT2, SLC25A29, PDPR, SAMM50, PLN, OXCT1, MFN1, MFN2, SLC25A20, ACSS1, CBR4, VDAC3-PS1, NDUFA9, NDUFA8, NDUFA4, NDUFA3, BNIP3, NDUFA2, STAT3, NDUFA1, COX6C, SOD2, SUOX, AK157302, ALDH4A1, PINK1, GPAM, TRMT5, RTN4IP1, SLC25A34, LPIN1, SLC25A33, TOMM5","812","870","14413","3.3051724137931036","2.3443028953085376E-41","1.1721514476542688E-41","1.0603516076395547E-41",TRUE
"3","GOTERM_CC_FAT","GO:0005743~mitochondrial inner membrane","95","9.566968781470292","1.1843489964336458E-32","ALAS2, SLC27A1, ACADVL, NDUFA13, NDUFA11, NDUFA10, ATP5C1, CPOX, HCCS, SQRDL, GHITM, ATP5G3, DUSP18, ATP5G1, COX6A2, COX7C, CPT2, UQCRFS1, GM10250, GSTK1, COX8B, ABCA8A, ABCA8B, TIMM23, SIRT5, BCS1L, ATP5F1, COQ10B, SDHB, CLPX, TUFM, CYP27A1, HADHB, IMMP1L, 2010107E04RIK, NDUFS7, BDH1, NDUFS6, NDUFS5, FDX1, UQCRC1, TMEM126A, NDUFS3, SUCLG1, SLC25A11, SLC25A13, ATP5S, NDUFB9, MAOB, NDUFB6, MTFP1, FECH, UQCRB, NDUFB10, ABCB6, NDUFB11, NDUFB5, NDUFB4, NDUFB3, ETFDH, ATP5K, UQCR11, HIGD1A, COX5A, COX7A1, ATP5L, CKMT2, 2410015M20RIK, SLC25A29, SAMM50, LDHD, CYC1, SLC25A20, NDUFV3, NDUFV2, RHBDL3, NDUFA9, NDUFA8, BDNF, NDUFA4, NDUFA3, NDUFA2, STAT3, GOT2, NDUFA1, SOD2, COX6C, DNAJC15, COQ7, COQ5, COQ3, PINK1, GPAM, SLC25A34, SLC25A33","812","415","14413","4.063253012048193","7.946981766069763E-30","2.6489939220232542E-30","2.3963328027840767E-30",TRUE
"4","GOTERM_CC_FAT","GO:0005740~mitochondrial envelope","121","12.185297079556898","2.2718744907888016E-32","SLC27A1, NDUFA13, NDUFA11, NDUFA10, CISD1, CPOX, ATP5C1, CISD2, GHITM, COX6A2, CLU, SCP2, GSTK1, ABCA8A, ACSL1, ABCA8B, BCS1L, SDHB, CLPX, TUFM, CYP27A1, FDX1, UQCRC1, TMEM126A, SUCLG1, ATP5S, NLRX1, FECH, ABCB6, MAOB, UQCRB, NDUFB10, NDUFB11, ATP5K, HIGD1A, COX7A1, ATP5L, 2410015M20RIK, ADAP2, LDHD, CYC1, NDUFV3, RHBDL3, NDUFV2, DMPK, BDNF, GOT2, CHCHD10, DNAJC15, COQ7, COQ5, COQ3, MAVS, OGDH, CYCS, ACADVL, ALAS2, HCCS, SQRDL, ATP5G3, DUSP18, COX7C, ATP5G1, HK2, CPT2, UQCRFS1, ACADM, GM10250, COX8B, SORD, TIMM23, SIRT5, ATP5F1, COQ10B, HADHB, RNF144B, IMMP1L, 2010107E04RIK, NDUFS7, BDH1, NDUFS6, NDUFS5, CAT, NDUFS3, SLC25A11, SLC25A13, NDUFB9, MTFP1, NDUFB6, NDUFB5, NDUFB4, NDUFB3, ETFDH, UQCR11, COX5A, CKMT2, SLC25A29, SAMM50, PLN, MFN1, MFN2, SLC25A20, VDAC3-PS1, NDUFA9, NDUFA8, NDUFA4, NDUFA3, BNIP3, NDUFA2, STAT3, NDUFA1, COX6C, SOD2, SUOX, PINK1, GPAM, RTN4IP1, SLC25A34, LPIN1, SLC25A33, TOMM5","812","652","14413","3.2940950920245404","1.5244277833192858E-29","3.8110694582982145E-30","3.447569539772006E-30",TRUE
"5","GOTERM_CC_FAT","GO:0031966~mitochondrial membrane","116","11.681772406847935","3.3086956986321217E-32","SLC27A1, NDUFA13, NDUFA11, NDUFA10, CISD1, CPOX, ATP5C1, CISD2, GHITM, COX6A2, CLU, SCP2, GSTK1, ABCA8A, ACSL1, ABCA8B, BCS1L, SDHB, CLPX, TUFM, CYP27A1, FDX1, UQCRC1, TMEM126A, SUCLG1, ATP5S, NLRX1, FECH, ABCB6, MAOB, UQCRB, NDUFB10, NDUFB11, ATP5K, HIGD1A, COX7A1, ATP5L, 2410015M20RIK, LDHD, CYC1, NDUFV3, RHBDL3, NDUFV2, DMPK, BDNF, GOT2, DNAJC15, COQ7, COQ5, COQ3, MAVS, OGDH, ACADVL, ALAS2, HCCS, SQRDL, ATP5G3, DUSP18, COX7C, ATP5G1, HK2, CPT2, UQCRFS1, ACADM, GM10250, COX8B, SORD, TIMM23, SIRT5, ATP5F1, COQ10B, HADHB, RNF144B, IMMP1L, 2010107E04RIK, NDUFS7, BDH1, NDUFS6, NDUFS5, NDUFS3, SLC25A11, SLC25A13, NDUFB9, MTFP1, NDUFB6, NDUFB5, NDUFB4, NDUFB3, ETFDH, UQCR11, COX5A, CKMT2, SLC25A29, SAMM50, PLN, MFN1, MFN2, SLC25A20, VDAC3-PS1, NDUFA9, NDUFA8, NDUFA4, NDUFA3, BNIP3, NDUFA2, STAT3, NDUFA1, COX6C, SOD2, PINK1, GPAM, RTN4IP1, SLC25A34, LPIN1, SLC25A33, TOMM5","812","607","14413","3.3920922570016474","2.2201348137821537E-29","4.440269627564307E-30","4.016756578139396E-30",TRUE
"6","GOTERM_CC_FAT","GO:0019866~organelle inner membrane","97","9.768378650553878","8.874448059441989E-30","SLC27A1, NDUFA13, NDUFA11, NDUFA10, CPOX, ATP5C1, GHITM, COX6A2, GSTK1, ABCA8A, ABCA8B, BCS1L, SDHB, CLPX, TUFM, CYP27A1, FDX1, UQCRC1, TMEM126A, SUCLG1, ATP5S, FECH, ABCB6, MAOB, UQCRB, NDUFB10, NDUFB11, ATP5K, HIGD1A, COX7A1, ATP5L, 2410015M20RIK, LDHD, CYC1, NDUFV3, RHBDL3, NDUFV2, BDNF, GOT2, DNAJC15, COQ7, COQ5, COQ3, ACADVL, ALAS2, RNF13, HCCS, SQRDL, ATP5G3, DUSP18, COX7C, ATP5G1, CPT2, UQCRFS1, GM10250, COX8B, TIMM23, SIRT5, ATP5F1, COQ10B, HADHB, IMMP1L, 2010107E04RIK, NDUFS7, BDH1, NDUFS6, NDUFS5, NDUFS3, SLC25A11, SLC25A13, NDUFB9, MTFP1, NDUFB6, NDUFB5, NDUFB4, NDUFB3, ETFDH, UQCR11, COX5A, CKMT2, SLC25A29, SAMM50, SLC25A20, NDUFA9, NDUFA8, NDUFA4, NDUFA3, NDUFA2, STAT3, NDUFA1, COX6C, SOD2, PINK1, P2RX5, GPAM, SLC25A34, SLC25A33","812","467","14413","3.6868308351177737","5.954754647885575E-27","9.92459107980929E-28","8.977983286802147E-28",TRUE
"7","GOTERM_CC_FAT","GO:0044455~mitochondrial membrane part","59","5.94159113796576","1.9440215934157758E-26","NDUFA13, NDUFA11, NDUFA10, ATP5C1, ATP5G3, DUSP18, ATP5G1, COX6A2, COX7C, SCP2, UQCRFS1, GM10250, COX8B, TIMM23, ATP5F1, SDHB, IMMP1L, 2010107E04RIK, NDUFS7, BDH1, NDUFS6, NDUFS5, FDX1, UQCRC1, NDUFS3, NDUFB9, NDUFB6, UQCRB, NDUFB10, ABCB6, NDUFB11, NDUFB5, NDUFB4, NDUFB3, ETFDH, ATP5K, COX5A, COX7A1, ATP5L, 2410015M20RIK, SAMM50, MFN2, CYC1, NDUFV3, NDUFV2, NDUFA9, NDUFA8, DMPK, BDNF, NDUFA4, BNIP3, NDUFA3, NDUFA2, NDUFA1, COQ7, COQ5, COQ3, PINK1, TOMM5","812","199","14413","5.2625628140703515","1.3044384891819856E-23","1.8634835559742653E-24","1.6857444388619655E-24",FALSE
"8","GOTERM_CC_FAT","GO:0098798~mitochondrial protein complex","53","5.337361530715005","3.6471130330132364E-26","NDUFA13, NDUFA11, NDUFA10, ATP5C1, ATP5G3, ETFB, ATP5G1, COX6A2, COX7C, UQCRFS1, DLAT, PDK2, BCKDHA, GM10250, COX8B, TIMM23, ATP5F1, SDHB, CLPX, HADHB, IMMP1L, 2010107E04RIK, NDUFS7, NDUFS6, NDUFS5, UQCRC1, NDUFS3, SUCLG1, NDUFB9, NDUFB6, UQCRB, NDUFB10, NDUFB11, NDUFB5, NDUFB4, NDUFB3, ETFDH, ATP5K, COX5A, ATP5L, 2410015M20RIK, SAMM50, CYC1, NDUFV3, NDUFV2, NDUFA9, NDUFA8, NDUFA4, NDUFA3, NDUFA2, NDUFA1, PINK1, TOMM5","812","161","14413","5.843167701863354","2.4472128451518818E-23","3.0590160564398522E-24","2.7672470137987933E-24",FALSE
"9","GOTERM_CC_FAT","GO:0031967~organelle envelope","148","14.904330312185296","1.5472769813861402E-25","SLC27A1, NDUFA13, NDUFA11, NDUFA10, CISD1, CPOX, ATP5C1, CISD2, GHITM, COX6A2, CLU, AQP1, SCP2, KPNA4, TMEM38A, KPNA2, PTGDS, KPNA3, KPNA1, GSTK1, ABCA8A, ACSL1, ABCA8B, BCS1L, SDHB, CLPX, TUFM, CYP27A1, FDX1, UQCRC1, TMEM126A, SUCLG1, ATP5S, NLRX1, FECH, RETSAT, ABCB6, MAOB, UQCRB, NDUFB10, NDUFB11, MGST3, ATP5K, HIGD1A, COX7A1, ATP5L, 2410015M20RIK, ADAP2, LDHD, CYC1, NDUFV3, RHBDL3, NDUFV2, RAP1GAP2, DMPK, BDNF, GOT2, CHCHD10, DNAJC15, COQ7, IIGP1, COQ5, NR4A1, COQ3, MAVS, OGDH, CYCS, ACADVL, ALAS2, RNF13, MRPS14, HCCS, SQRDL, ATP5G3, DUSP18, ADRA1A, COX7C, ATP5G1, HK2, CPT2, RB1CC1, UQCRFS1, TMEM109, ACADM, GM10250, COX8B, DST, GSTO1, SORD, TIMM23, SIRT5, AEN, ATP5F1, COQ10B, HADHB, RNF144B, IMMP1L, 2010107E04RIK, TFDP2, NDUFS7, BDH1, TMEM33, NDUFS6, NDUFS5, CAT, NDUFS3, SLC25A11, SLC25A13, NDUFB9, MTFP1, NDUFB6, NDUFB5, NDUFB4, NDUFB3, ETFDH, UQCR11, COX5A, CKMT2, CST3, SLC25A29, SAMM50, PLN, MFN1, MFN2, SLC25A20, VDAC3-PS1, NDUFA9, NDUFA8, NDUFA4, AI464131, NDUFA3, BNIP3, NDUFA2, STAT3, NDUFA1, COX6C, SOD2, SUOX, SORL1, DHRS4, PINK1, P2RX5, GPAM, RTN4IP1, SLC25A34, LPIN1, SLC25A33, TOMM5","812","1069","14413","2.4574368568755847","1.0382228545101E-22","1.1535809494556667E-23","1.0435523641126522E-23",TRUE
"10","GOTERM_CC_FAT","GO:0031975~envelope","148","14.904330312185296","2.506011330916984E-25","SLC27A1, NDUFA13, NDUFA11, NDUFA10, CISD1, CPOX, ATP5C1, CISD2, GHITM, COX6A2, CLU, AQP1, SCP2, KPNA4, TMEM38A, KPNA2, PTGDS, KPNA3, KPNA1, GSTK1, ABCA8A, ACSL1, ABCA8B, BCS1L, SDHB, CLPX, TUFM, CYP27A1, FDX1, UQCRC1, TMEM126A, SUCLG1, ATP5S, NLRX1, FECH, RETSAT, ABCB6, MAOB, UQCRB, NDUFB10, NDUFB11, MGST3, ATP5K, HIGD1A, COX7A1, ATP5L, 2410015M20RIK, ADAP2, LDHD, CYC1, NDUFV3, RHBDL3, NDUFV2, RAP1GAP2, DMPK, BDNF, GOT2, CHCHD10, DNAJC15, COQ7, IIGP1, COQ5, NR4A1, COQ3, MAVS, OGDH, CYCS, ACADVL, ALAS2, RNF13, MRPS14, HCCS, SQRDL, ATP5G3, DUSP18, ADRA1A, COX7C, ATP5G1, HK2, CPT2, RB1CC1, UQCRFS1, TMEM109, ACADM, GM10250, COX8B, DST, GSTO1, SORD, TIMM23, SIRT5, AEN, ATP5F1, COQ10B, HADHB, RNF144B, IMMP1L, 2010107E04RIK, TFDP2, NDUFS7, BDH1, TMEM33, NDUFS6, NDUFS5, CAT, NDUFS3, SLC25A11, SLC25A13, NDUFB9, MTFP1, NDUFB6, NDUFB5, NDUFB4, NDUFB3, ETFDH, UQCR11, COX5A, CKMT2, CST3, SLC25A29, SAMM50, PLN, MFN1, MFN2, SLC25A20, VDAC3-PS1, NDUFA9, NDUFA8, NDUFA4, AI464131, NDUFA3, BNIP3, NDUFA2, STAT3, NDUFA1, COX6C, SOD2, SUOX, SORL1, DHRS4, PINK1, P2RX5, GPAM, RTN4IP1, SLC25A34, LPIN1, SLC25A33, TOMM5","812","1074","14413","2.445996275605214","1.6815336030452963E-22","1.681533603045296E-23","1.5211488778666094E-23",TRUE
